Empresa;snapshot;mes;ano;bacia_hidrografica;latitude;longitude;recolha_agua;indice_seca;precipitation;soil_moisture_225;processo_representativo;pre_tratamento;origem;Line;ID Processo;Estrutura;Fibra;Corante;Cor;Máquina;R:B;Banho;Banho simplif.;banho_representativo;pH;Condutividade;Alcalinidade;Dureza;Cor_p;Turbidez;Sólidos suspensos totais;Carência química de oxigénio;Carência bioquímica de oxigénio;Carbono orgânico total;Azoto total;Azoto amoniacal;Nitratos;Nitritos;Fósforo total;Alumínio;Chumbo;Cobre;Crómio total;Ferro;Manganês;Magnésio;Zinco;Cálcio;Cloretos;Sulfatos;Sulfitos;Sulfuretos;Hidrocarbonetos totais;Óleos e gorduras;Detergentes aniónicos
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P9;Fio;Mistura PES/WO;;Escura;Autoclave;18.0;Lav. PT 2;Lav. PT 2;Tingimento;6.1;159.0;80.1;27.7;123.0;5.0;5.0;234.0;61.1;78.0;2.5;6.0;0.27;0.0067;0.1;0.022;0.01;0.002;0.0042;0.119;0.00623;3.08;0.0603;6.07;15.6;19.8;7150.0;0.05;0.46;17.8;0.945
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P9;Fio;Mistura PES/WO;;Escura;Autoclave;18.0;Lav. PT 3;Lav. PT 3;Tingimento;3.7;1080.0;42.2;4.9;78.5;1.7;5.0;1930.0;588.0;643.3333333333334;247.0;170.0;2.04;0.0328;0.81;0.034;0.01;0.0073;0.0218;0.102;0.0014;0.624;0.0083;0.934;17.7;257.0;15300.0;0.05;0.18;46.2;9.98
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P9;Fio;Mistura PES/WO;;Escura;Autoclave;18.0;Lav. PT 4;Lav. PT 4;Tingimento;6.3;378.0;184.0;5.6;202.0;3.6;7.6;294.0;39.2;98.0;43.1;50.0;2.01;0.355;0.18;0.025;0.01;0.0021;0.0088;0.167;0.0015;0.75;0.0073;0.965;15.1;97.0;7650.0;0.05;0.18;8.86;1.21
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P9;Fio;Mistura PES/WO;;Escura;Autoclave;18.0;Lav. PT 5;Lav. PT 5;Tingimento;6.2;164.0;236.0;17.7;31.9;2.1;5.0;56.3;7.2;18.766666666666666;10.3;6.0;0.27;0.0082;0.1;0.026;0.01;0.002;0.0035;0.194;0.0035;2.3;0.0043;3.33;15.2;23.8;19300.0;0.05;0.18;2.19;0.161
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P16;Fio;Mistura PES/CO;;Clara;Autoclave;12.0;Tingimento 1;Tingimento 1;Tingimento;4.2;6550.0;349.0;97.0;121.0;7.8;5.5;3080.0;1260.0;1026.6666666666667;23.3;31.9;0.66;0.0328;0.1;0.067;0.01;0.235;0.002;0.0724;0.151;6.0;0.0878;29.1;16.5;3180.0;3.0;0.05;0.71;44.5;1.72
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P16;Fio;Mistura PES/CO;;Clara;Autoclave;12.0;Lav. PT 1;Lav. PT 1;Tingimento;4.3;1300.0;123.0;19.7;39.6;8.5;5.0;672.0;242.0;224.0;3.3;6.0;0.66;0.0328;0.1;0.075;0.01;0.0445;0.002;0.0471;0.0252;1.13;0.0183;6.0;10.4;517.0;7.5;0.05;0.18;11.0;0.556
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P16;Fio;Mistura PES/CO;;Clara;Autoclave;12.0;Lav. PT 2;Lav. PT 2;Tingimento;6.0;232.0;62.9;3.0;73.6;3.8;5.0;146.0;20.8;48.666666666666664;1.3;6.0;0.66;0.0328;0.1;0.055;0.01;0.0345;0.002;0.0385;0.00327;0.151;0.0037;0.926;9.86;69.4;1.0;0.05;0.18;4.9;0.58
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Tingimento 1;Tingimento 1;Tingimento;4.5;1080.0;198.0;76.7;159.0;7.2;5.0;3210.0;1540.0;1070.0;9.1;6.0;0.66;0.0328;0.24;0.026;0.01;0.0062;0.002;0.0383;0.119;5.42;0.0639;22.0;11.7;8.71;4.0;0.05;0.18;22.9;0.026
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 1;Lav. PT 1;Tingimento;4.5;189.0;118.0;13.6;44.3;8.5;7.3;502.0;200.0;167.33333333333334;1.6;6.0;0.27;0.005;0.1;0.061;0.01;0.002;0.002;0.0571;0.0207;0.935;0.0131;3.93;10.7;5.0;5.0;0.05;0.18;7.07;1.6
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 2;Lav. PT 2;Tingimento;5.7;68.1;67.8;3.9;24.5;2.1;5.0;82.3;16.0;27.433333333333334;1.0;6.0;0.27;0.005;0.1;0.037;0.01;0.002;0.002;0.044;0.00527;0.269;0.0041;1.15;10.4;5.0;1.0;0.05;0.18;1.29;0.106
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 3;Lav. PT 3;Tingimento;6.9;2450.0;716.0;14.1;54.9;6.7;5.0;703.0;149.0;234.33333333333334;326.0;6.0;0.27;0.0382;0.1;0.347;0.01;0.0124;0.002;0.539;0.00687;0.623;0.0189;4.58;11.2;928.0;400.0;0.05;0.18;5.72;1.29
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 4;Lav. PT 4;Tingimento;5.1;412.0;93.0;3.0;26.8;5.8;5.0;101.0;17.0;33.666666666666664;53.7;6.0;0.48;0.005;0.1;0.161;0.01;0.002;0.002;0.147;0.0027;0.165;0.0066;0.79;10.6;142.0;2.0;0.05;0.18;2.08;0.172
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 5;Lav. PT 5;Tingimento;6.7;107.0;51.1;3.0;3.0;1.0;5.0;343.0;;114.33333333333333;4.7;6.0;0.27;0.005;0.1;0.042;0.01;0.002;0.002;0.0503;0.00197;0.089;0.003;0.415;10.4;18.8;1.0;0.05;0.18;0.81;0.099
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 6;Lav. PT 6;Tingimento;7.1;83.9;47.2;3.0;3.0;1.0;5.0;58.2;;19.400000000000002;1.1;6.0;0.63;0.005;0.1;0.03;0.01;0.002;0.002;0.0439;0.00207;0.138;0.003;0.614;10.3;5.0;2.0;0.05;0.18;0.55;0.046
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 7;Lav. PT 7;Tingimento;6.0;248.0;65.9;21.1;10.0;1.0;5.0;51.7;12.3;17.233333333333334;1.0;6.0;0.46;0.005;0.1;0.072;0.01;0.002;0.002;0.0573;0.0169;1.27;0.0328;6.33;61.3;5.0;2.0;0.05;0.18;0.36;0.024
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 8;Lav. PT 8;Tingimento;6.3;106.0;42.3;3.9;8.4;1.0;5.0;15.0;1.0;5.0;1.0;6.0;0.27;0.0248;0.1;0.066;0.01;0.002;0.002;0.038;0.00497;0.224;0.0067;1.15;18.3;5.0;1.5;0.05;0.18;0.36;0.021
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Tingimento 2;Tingimento 2;Tingimento;10.7;21400.0;9200.0;42.5;583.0;4.4;9.3;797.0;87.2;265.6666666666667;5.6;20.6;6.6;0.328;1.7;0.261;0.1;0.002;0.002;0.05;0.0635;1.92;0.037;13.8;19.1;10100.0;50.0;0.05;0.18;2.69;0.641
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 9;Lav. PT 9;Tingimento;10.5;3320.0;754.0;8.7;124.0;1.5;5.0;115.0;16.1;38.333333333333336;2.1;6.0;1.32;0.0656;0.1;0.218;0.01;0.002;0.002;0.107;0.00447;0.508;0.0087;2.68;11.6;1300.0;5.0;0.05;0.18;1.1;0.332
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PT 10;Lav. PT 10;Tingimento;9.8;516.0;141.0;3.0;60.7;1.6;5.0;32.5;6.6;10.833333333333334;1.0;6.0;0.66;0.0328;0.1;0.134;0.01;0.002;0.002;0.0774;0.00287;0.09;0.0043;0.454;10.3;148.0;5.0;0.05;0.18;0.82;0.02
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;7.7;369.0;151.0;13.4;30.3;3.0;5.0;138.0;6.0;46.0;11.4;6.0;0.66;0.0328;0.83;0.214;0.01;0.0042;0.002;0.189;0.0334;0.821;0.111;3.98;34.2;17.2;100.0;0.05;0.18;2.14;0.02
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PE 1;Lav. PE 1;Ensaboamento;7.2;88.5;77.6;3.0;6.3;1.0;5.0;26.5;1.3;8.833333333333334;1.9;6.0;0.27;0.005;0.42;0.086;0.01;0.002;0.002;0.0696;0.00857;0.075;0.0286;0.321;12.6;5.0;1.0;0.05;0.18;0.99;0.02
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P17;Fio;Mistura PES/CO;;Média;Autoclave;12.0;Lav. PE 2;Lav. PE 2;Ensaboamento;7.1;79.5;56.0;3.0;3.0;1.0;5.0;11.7;1.0;3.9;1.0;6.0;0.41;0.005;0.1;0.056;0.01;0.002;0.002;0.0306;0.00107;0.02;0.0081;0.064;10.4;5.0;1.0;0.05;0.18;0.74;0.02
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Tingimento 1;Tingimento 1;Tingimento;4.3;1010.0;850.0;93.0;1285.0;31.0;8.7;7360.0;2200.0;2453.3333333333335;30.4;22.7;3.3;0.164;0.1;0.484;0.01;0.0142;0.0049;0.427;0.16;6.37;0.176;26.8;16.3;18.5;150.0;0.05;6.56;303.0;8.75
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 1;Lav. PT 1;Tingimento;4.7;281.0;283.0;17.2;196.0;3.9;5.0;1370.0;447.0;456.6666666666667;5.2;6.0;1.32;0.0656;0.34;0.13;0.01;0.002;0.002;0.0995;0.0241;1.13;0.0292;5.07;10.4;5.0;50.0;0.05;0.26;44.9;1.72
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 2;Lav. PT 2;Tingimento;5.1;88.2;66.0;4.9;39.7;1.0;5.0;217.0;44.7;72.33333333333333;1.4;6.0;0.4;0.005;0.1;0.072;0.01;0.002;0.002;0.0446;0.00467;0.298;0.0052;1.41;10.3;5.0;2.0;0.05;0.18;13.6;0.147
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 3;Lav. PT 3;Tingimento;7.2;2710.0;754.0;15.1;147.0;12.0;5.0;1740.0;433.0;580.0;383.0;6.0;0.66;0.0328;0.1;0.553;0.01;0.0098;0.003;0.7;0.00987;0.5;0.0219;5.17;11.1;912.0;400.0;0.05;0.18;85.8;1.35
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 4;Lav. PT 4;Tingimento;6.3;483.0;128.0;4.4;63.0;12.0;5.0;586.0;50.3;195.33333333333334;56.4;6.0;0.27;0.0106;0.1;0.362;0.01;0.0023;0.002;0.245;0.00447;0.301;0.008;1.23;10.6;159.0;300.0;0.05;0.18;40.6;0.693
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 5;Lav. PT 5;Tingimento;6.7;123.0;58.0;3.0;10.7;2.2;5.0;479.0;;159.66666666666666;7.4;6.0;1.32;0.0656;0.29;0.096;0.01;0.002;0.002;0.0808;0.00207;0.186;0.003;0.727;10.6;24.4;1.0;0.05;0.18;11.9;0.879
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 6;Lav. PT 6;Tingimento;6.8;71.5;56.5;4.4;3.0;1.0;5.0;122.0;;40.666666666666664;1.6;6.0;0.57;0.005;0.1;0.044;0.01;0.002;0.002;0.0477;0.00237;0.298;0.003;1.21;10.5;5.5;1.0;0.05;0.18;5.25;0.315
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 7;Lav. PT 7;Tingimento;4.2;187.0;49.1;23.8;3.0;1.0;5.0;94.7;26.7;31.566666666666666;1.0;6.0;0.53;0.005;0.1;0.077;0.01;0.002;0.002;0.0694;0.0138;1.36;0.0266;7.32;36.5;5.0;1.0;0.05;0.18;2.28;0.02
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 8;Lav. PT 8;Tingimento;6.1;68.4;23.6;5.6;3.0;1.0;5.0;26.4;3.7;8.799999999999999;1.0;6.0;0.46;0.005;0.1;0.082;0.01;0.002;0.002;0.0562;0.00417;0.312;0.0076;1.72;14.3;5.0;1.0;0.05;0.18;1.76;0.023
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Tingimento 2;Tingimento 2;Tingimento;11.1;59000.0;24000.0;36.7;1285.0;11.0;51.0;714.0;;238.0;13.6;6.0;13.2;0.656;0.1;0.215;0.01;4.32;0.002;0.05;0.0375;2.3;0.0518;10.9;25.6;38200.0;200.0;0.05;0.18;2.04;3.11
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 9;Lav. PT 9;Tingimento;11.0;12100.0;3200.0;10.9;700.0;1.0;5.0;154.0;;51.333333333333336;4.4;31.2;3.3;0.164;0.1;0.066;0.01;2.31;0.0034;0.0359;0.0079;0.643;0.0524;3.31;15.4;5360.0;200.0;0.05;0.44;3.92;0.365
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PT 10;Lav. PT 10;Tingimento;10.6;1970.0;707.0;3.0;166.0;1.0;5.0;48.7;3.0;16.233333333333334;1.8;6.0;1.32;0.0656;0.18;0.087;0.01;0.737;0.002;0.0494;0.00327;0.146;0.0191;0.582;10.5;677.0;150.0;0.05;0.18;1.18;0.058
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Ensaboamento 1;Ensaboamento 1;Ensaboamento;8.6;459.0;198.0;13.1;82.0;1.1;5.0;169.0;7.9;56.333333333333336;12.4;6.0;1.32;0.0656;3.3;0.178;0.01;0.753;0.002;0.277;0.0569;0.991;0.117;3.62;32.8;67.5;5.0;0.05;0.18;0.92;0.052
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PE 1;Lav. PE 1;Ensaboamento;7.6;116.0;56.6;3.0;18.7;1.0;5.0;39.9;1.0;13.299999999999999;3.3;6.0;0.27;0.005;0.83;0.109;0.01;0.173;0.002;0.102;0.0102;0.081;0.025;0.313;14.9;8.77;10.0;0.05;0.18;1.21;0.027
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P18;Fio;Mistura PES/CO;;Escura;Autoclave;12.0;Lav. PE 2;Lav. PE 2;Ensaboamento;7.1;67.2;51.9;3.0;5.1;1.0;5.0;18.7;1.0;6.233333333333333;1.0;6.0;0.39;0.005;0.1;0.062;0.01;0.0202;0.002;0.0449;0.003;0.02;0.0185;0.132;4.46;5.0;1.0;0.05;0.18;0.46;0.029
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P10;Tecido;Mistura PES/WO;;Clara;Jet;12.0;Tingimento 1;Tingimento 1;Tingimento;4.6;1800.0;630.0;38.1;1420.0;262.0;66.0;4980.0;32.3;1660.0;179.0;60.3;585.0;0.01;1.3;0.202;0.01;0.002;0.0088;0.275;0.023;3.68;0.321;9.2;500.0;211.0;1230.0;0.05;8.6;170.0;0.665
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P10;Tecido;Mistura PES/WO;;Clara;Jet;12.0;Lav. PT 1;Lav. PT 1;Tingimento;4.8;503.0;210.0;34.0;785.0;57.0;13.0;1010.0;32.4;336.6666666666667;38.0;88.4;10.0;0.01;0.3;0.061;0.01;0.002;0.002;0.227;0.014;3.32;0.119;8.1;12.9;40.5;1460.0;0.05;6.2;49.4;0.913
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P10;Tecido;Mistura PES/WO;;Clara;Jet;12.0;Lav. PT 2;Lav. PT 2;Tingimento;6.3;203.0;93.0;36.2;102.0;14.0;10.7;201.0;12.7;67.0;7.3;9.9;10.0;0.01;0.18;0.034;0.01;0.002;0.002;0.243;0.014;3.66;0.0673;8.4;13.6;13.2;830.0;0.05;1.8;11.3;0.11
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P11;Tecido;Mistura PES/WO;;Média;Jet;12.0;Tingimento 1;Tingimento 1;Tingimento;4.9;2200.0;1140.0;64.6;1670.0;211.0;34.8;5050.0;16.2;1683.3333333333333;164.0;425.0;10.0;0.01;2.3;0.221;0.01;0.002;0.608;0.52;0.042;5.61;0.332;16.6;28.6;141.0;7600.0;0.05;20.6;201.0;5.95
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P11;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 1;Lav. PT 1;Tingimento;5.6;301.0;233.0;34.5;143.0;16.0;17.0;561.0;12.6;187.0;14.8;40.8;10.0;0.01;0.15;0.043;0.01;0.002;0.0374;0.218;0.012;3.28;0.0911;8.5;14.3;15.6;9200.0;0.05;3.1;19.4;0.349
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P11;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 2;Lav. PT 2;Tingimento;4.8;2200.0;1490.0;38.1;1820.0;229.0;41.6;6070.0;16.9;2023.3333333333333;144.0;284.0;10.0;0.01;0.59;0.089;0.01;0.0029;0.002;0.169;0.025;4.12;0.0757;8.5;10.0;196.0;9.85;0.05;19.9;223.0;4.56
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P11;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 3;Lav. PT 3;Tingimento;5.3;331.0;210.0;32.8;266.0;23.0;16.5;752.0;14.3;250.66666666666666;15.2;27.2;10.0;0.01;0.1;0.082;0.01;0.002;0.0358;0.199;0.008;3.25;0.0578;7.8;11.4;10.0;9100.0;0.05;3.5;22.0;0.291
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P11;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 4;Lav. PT 4;Tingimento;6.4;206.0;158.0;37.4;108.0;9.8;15.0;118.0;5.9;39.333333333333336;6.0;9.9;10.0;0.01;0.1;0.026;0.01;0.002;0.0083;0.231;0.01;3.83;0.0516;8.6;15.7;12.1;710.0;0.05;2.5;9.23;0.53
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P14;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 5;Lav. PT 5;Tingimento;5.8;398.0;283.0;4.4;964.0;164.0;126.0;2210.0;512.0;736.6666666666666;18.5;6.0;0.66;0.0763;0.9;0.506;0.01;0.0056;0.002;0.844;0.0154;0.634;0.0841;0.713;20.9;69.7;4400.0;0.05;2.97;108.0;15.7
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P14;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 6;Lav. PT 6;Tingimento;6.1;200.0;179.0;10.7;287.0;38.0;33.3;434.0;68.7;144.66666666666666;5.3;6.7;0.27;0.005;0.1;0.09;0.01;0.002;0.0571;0.506;0.0226;1.56;0.0226;1.66;15.2;25.5;7650.0;0.05;0.41;18.1;0.986
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P14;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 7;Lav. PT 7;Tingimento;6.3;163.0;151.0;25.2;102.0;16.0;17.4;83.1;28.0;27.7;1.3;6.0;0.27;0.005;0.1;0.038;0.01;0.002;0.0135;0.419;0.0432;3.51;0.0115;4.32;16.2;17.2;9450.0;0.05;0.2;1.43;0.104
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P14;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 8;Lav. PT 8;Tingimento;6.6;173.0;84.8;32.3;42.5;7.4;7.5;32.2;10.8;10.733333333333334;1.3;6.0;1.29;0.0724;0.1;0.023;0.01;0.002;0.0038;0.304;0.0621;4.28;0.0119;5.93;16.3;15.2;10200.0;0.05;0.18;0.92;0.042
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P14;Tecido;Mistura PES/WO;;Média;Jet;12.0;Lav. PT 9;Lav. PT 9;Tingimento;9.2;203.0;118.0;33.5;40.3;5.8;5.0;20.9;6.3;6.966666666666666;1.3;6.0;1.61;0.0751;0.1;0.015;0.01;0.002;0.0022;0.214;0.0552;4.32;0.0077;6.26;16.2;14.3;11700.0;0.05;0.18;1.07;0.02
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P14;Tecido;Mistura PES/WO;;Média;Jet;12.0;Amaciamento;Amaciamento;Amaciamento;6.1;283.0;283.0;104.0;174.0;17.0;57.0;685.0;221.0;228.33333333333334;4.3;6.0;0.27;0.005;0.1;0.055;0.01;0.002;0.0196;0.369;0.279;10.9;0.118;23.8;15.7;14.3;17300.0;0.05;0.41;37.6;0.084
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Tingimento 1;Tingimento 1;Tingimento;5.0;2200.0;3100.0;31.3;5934.0;756.0;46.1;10700.0;2380.0;3566.6666666666665;200.0;255.0;10.5;0.164;10.2;0.414;0.01;0.0266;0.0254;0.482;0.0613;2.99;0.209;7.62;22.9;378.0;1000.0;0.05;27.4;181.0;16.7
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 1;Lav. PT 1;Tingimento;5.2;395.0;377.0;12.6;817.0;131.0;29.6;1510.0;338.0;503.3333333333333;31.7;30.5;3.3;0.164;14.3;0.105;0.01;0.0035;0.0047;0.112;0.0122;0.953;0.0452;3.46;10.1;54.9;20.0;0.05;1.7;25.8;2.6
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 2;Lav. PT 2;Tingimento;6.1;81.1;47.1;9.0;84.0;8.3;6.0;102.0;24.4;34.0;2.0;6.0;0.74;0.321;0.18;0.073;0.01;0.002;0.002;0.0557;0.0051;0.492;0.0081;2.76;10.2;5.0;20.0;0.05;8.28;12.6;0.221
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 3;Lav. PT 3;Tingimento;3.4;2400.0;10.0;11.4;840.0;11.0;8.8;2980.0;508.0;993.3333333333334;63.7;23.4;22.4;0.164;0.57;0.238;0.01;0.002;0.0044;0.651;0.0105;0.712;0.296;3.41;12.5;1070.0;200.0;0.05;23.0;148.0;21.1
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 4;Lav. PT 4;Tingimento;3.4;605.0;10.0;9.7;203.0;9.0;8.4;693.0;111.0;231.0;13.1;12.1;6.6;0.328;0.2;0.104;0.01;0.002;0.0027;0.158;0.0052;0.587;0.0703;2.89;10.2;203.0;20.0;0.05;8.97;44.9;2.58
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 5;Lav. PT 5;Tingimento;3.3;240.0;10.0;8.5;121.0;7.0;5.3;320.0;20.6;106.66666666666667;4.5;6.0;1.32;0.0656;0.12;0.089;0.01;0.002;0.002;0.0463;0.0044;0.45;0.0211;2.65;9.23;49.8;20.0;0.05;5.26;39.5;0.821
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 6;Lav. PT 6;Tingimento;8.7;473.0;259.0;3.0;817.0;84.0;50.2;837.0;202.0;279.0;60.2;87.0;0.27;0.0568;0.81;0.071;0.01;0.002;0.002;0.0689;0.0028;0.094;0.003;0.458;12.2;98.5;15.0;0.05;24.6;52.8;5.25
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 7;Lav. PT 7;Tingimento;6.2;209.0;42.4;3.0;294.0;41.0;12.4;354.0;66.0;118.0;17.4;27.0;0.27;0.0318;0.19;0.043;0.01;0.002;0.002;0.0626;0.0025;0.16;0.003;0.776;10.6;47.6;3.0;0.05;15.4;32.7;1.07
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 8;Lav. PT 8;Tingimento;6.3;65.4;42.4;7.3;23.2;4.0;5.0;19.3;1.4;6.433333333333334;1.6;6.0;0.4;0.005;0.1;0.062;0.01;0.002;0.002;0.0453;0.0024;0.357;0.003;2.35;9.8;5.0;2.0;0.05;1.85;3.33;0.02
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Tingimento 2;Tingimento 2;Tingimento;4.7;5300.0;660.0;27.7;2288.0;451.0;34.5;3990.0;1170.0;1330.0;19.0;12.8;3.3;0.164;2.4;0.566;0.01;0.002;0.787;0.203;0.0134;2.09;1.5;7.64;66.0;2250.0;100.0;0.05;232.0;306.0;3.94
GT10 - FITECOM;;;;;;;;;;;;;Giatex;descontinuo;P12;Tecido;Mistura PES/WO;;Escura;Jet;15.0;Lav. PT 9;Lav. PT 9;Tingimento;5.6;574.0;123.0;9.5;174.0;44.0;12.2;374.0;89.4;124.66666666666667;2.2;13.5;0.27;0.0538;0.82;0.112;0.01;0.002;0.0664;0.0755;0.0092;0.532;0.155;2.87;13.4;184.0;20.0;0.05;4.88;13.3;0.222
